param weekly_sales :=
2 10 KAPUSTA 1.068
2 10 MARCHEW 1.274
3 1 ZIEMNIAKI 0.613
3 1 BURAKI 0.497
3 1 KAPUSTA 0.613
3 1 MARCHEW 0.779
3 2 ZIEMNIAKI 0.765
3 2 BURAKI 0.55
3 2 KAPUSTA 0.677
3 2 MARCHEW 0.728
3 3 ZIEMNIAKI 0.742
3 3 BURAKI 0.263
3 3 KAPUSTA 0.633
3 3 MARCHEW 0.336
3 4 ZIEMNIAKI 0.946
3 4 BURAKI 0.211
3 4 KAPUSTA 0.913
3 4 MARCHEW 0.915
3 5 ZIEMNIAKI 0.618
3 5 BURAKI 0.872
3 5 KAPUSTA 0.718
3 5 MARCHEW 1.155
3 6 ZIEMNIAKI 1.327
3 6 BURAKI 0.732
3 6 KAPUSTA 0.993
3 6 MARCHEW 1.422
3 7 ZIEMNIAKI 1.028
3 7 BURAKI 0.757
3 7 KAPUSTA 1.196
3 7 MARCHEW 0.751
3 8 ZIEMNIAKI 1.042
3 8 BURAKI 0.563
3 8 KAPUSTA 0.965
3 8 MARCHEW 0.746
3 9 ZIEMNIAKI 0.575
3 9 BURAKI 0.875
3 9 KAPUSTA 0.661
3 9 MARCHEW 0.588
3 10 ZIEMNIAKI 0.649
3 10 BURAKI 1.203
3 10 KAPUSTA 1.181
3 10 MARCHEW 0.619
4 1 ZIEMNIAKI 0.459
4 1 BURAKI 0.911
4 1 KAPUSTA 0.338
4 1 MARCHEW 0.756
4 2 ZIEMNIAKI 0.814
4 2 BURAKI 0.424
4 2 KAPUSTA 0.867
4 2 MARCHEW 0.697
4 3 ZIEMNIAKI 0.349
4 3 BURAKI 0.996
4 3 KAPUSTA 0.404
4 3 MARCHEW 0.898
4 4 ZIEMNIAKI 0.67
4 4 BURAKI 0.648
4 4 KAPUSTA 0.623
4 4 MARCHEW 0.494
4 5 ZIEMNIAKI 0.707
4 5 BURAKI 1.437
4 5 KAPUSTA 1.463
4 5 MARCHEW 0.564
4 6 ZIEMNIAKI 0.958
4 6 BURAKI 0.721
4 6 KAPUSTA 1.065
4 6 MARCHEW 0.924
4 7 ZIEMNIAKI 1.257
4 7 BURAKI 1.124
4 7 KAPUSTA 1.405
4 7 MARCHEW 1.03
4 8 ZIEMNIAKI 1.219
4 8 BURAKI 0.609
4 8 KAPUSTA 1.102
4 8 MARCHEW 0.901
4 9 ZIEMNIAKI 1.32
4 9 BURAKI 1.229
4 9 KAPUSTA 1.241
4 9 MARCHEW 0.83
4 10 ZIEMNIAKI 0.663
4 10 BURAKI 1.205
4 10 KAPUSTA 0.744
4 10 MARCHEW 0.856
5 1 ZIEMNIAKI 0.987
5 1 BURAKI 0.992
5 1 KAPUSTA 0.863
5 1 MARCHEW 0.562
5 2 ZIEMNIAKI 0.235
5 2 BURAKI 0.291
5 2 KAPUSTA 0.392
5 2 MARCHEW 0.992
5 3 ZIEMNIAKI 0.503
5 3 BURAKI 0.764
5 3 KAPUSTA 0.357
5 3 MARCHEW 0.847
5 4 ZIEMNIAKI 0.48
5 4 BURAKI 0.274
5 4 KAPUSTA 0.405
5 4 MARCHEW 0.679
5 5 ZIEMNIAKI 1.077
5 5 BURAKI 0.865
5 5 KAPUSTA 0.792
5 5 MARCHEW 1.313
5 6 ZIEMNIAKI 0.637
5 6 BURAKI 1.304
5 6 KAPUSTA 1.18
5 6 MARCHEW 1.482
5 7 ZIEMNIAKI 0.563
5 7 BURAKI 0.691
5 7 KAPUSTA 1.179
5 7 MARCHEW 0.945
5 8 ZIEMNIAKI 0.523
5 8 BURAKI 1.259
5 8 KAPUSTA 0.876
5 8 MARCHEW 1.172
5 9 ZIEMNIAKI 1.396
5 9 BURAKI 0.926
5 9 KAPUSTA 0.574
5 9 MARCHEW 0.725
5 10 ZIEMNIAKI 1.223
5 10 BURAKI 1.301
5 10 KAPUSTA 1.066
5 10 MARCHEW 1.467
6 1 ZIEMNIAKI 0.388
6 1 BURAKI 0.295
6 1 KAPUSTA 0.462
6 1 MARCHEW 0.601
6 2 ZIEMNIAKI 0.514
6 2 BURAKI 0.603
6 2 KAPUSTA 0.666
6 2 MARCHEW 0.314
6 3 ZIEMNIAKI 0.804
6 3 BURAKI 0.958
6 3 KAPUSTA 0.746
6 3 MARCHEW 0.327
6 4 ZIEMNIAKI 0.318
6 4 BURAKI 0.254
6 4 KAPUSTA 0.481
6 4 MARCHEW 0.366
6 5 ZIEMNIAKI 0.56
6 5 BURAKI 0.993
6 5 KAPUSTA 1.017
6 5 MARCHEW 0.725
6 6 ZIEMNIAKI 0.805
6 6 BURAKI 0.787
6 6 KAPUSTA 1.194
6 6 MARCHEW 1.343
6 7 ZIEMNIAKI 1.244
6 7 BURAKI 0.954
6 7 KAPUSTA 1.159
6 7 MARCHEW 0.718
6 8 ZIEMNIAKI 0.693
6 8 BURAKI 1.298
6 8 KAPUSTA 1.42
6 8 MARCHEW 0.852
6 9 ZIEMNIAKI 0.641
6 9 BURAKI 0.615
6 9 KAPUSTA 0.95
6 9 MARCHEW 1.458
6 10 ZIEMNIAKI 0.767
6 10 BURAKI 1.138
6 10 KAPUSTA 1.22
6 10 MARCHEW 1.25
7 1 ZIEMNIAKI 0.634
7 1 BURAKI 0.991
7 1 KAPUSTA 0.595
7 1 MARCHEW 0.341
7 2 ZIEMNIAKI 0.886
7 2 BURAKI 0.561
7 2 KAPUSTA 0.924
7 2 MARCHEW 0.259
7 3 ZIEMNIAKI 0.311
7 3 BURAKI 0.927
7 3 KAPUSTA 0.48
7 3 MARCHEW 0.971
7 4 ZIEMNIAKI 0.695
7 4 BURAKI 0.79
7 4 KAPUSTA 0.526
7 4 MARCHEW 0.608
7 5 ZIEMNIAKI 1.43
7 5 BURAKI 0.917
7 5 KAPUSTA 0.672
7 5 MARCHEW 0.583
7 6 ZIEMNIAKI 1.428
7 6 BURAKI 1.476
7 6 KAPUSTA 1.262
7 6 MARCHEW 1.447
7 7 ZIEMNIAKI 1.231
7 7 BURAKI 1.279
7 7 KAPUSTA 1.31
7 7 MARCHEW 0.905
7 8 ZIEMNIAKI 0.778
7 8 BURAKI 1.041
7 8 KAPUSTA 0.93
7 8 MARCHEW 1.316
7 9 ZIEMNIAKI 1.414
7 9 BURAKI 1.278
7 9 KAPUSTA 0.739
7 9 MARCHEW 1.379
7 10 ZIEMNIAKI 0.605
7 10 BURAKI 1.339
7 10 KAPUSTA 0.61
7 10 MARCHEW 1.461
8 1 ZIEMNIAKI 0.246
8 1 BURAKI 0.3
8 1 KAPUSTA 0.705
8 1 MARCHEW 0.532
8 2 ZIEMNIAKI 0.916
8 2 BURAKI 0.714
8 2 KAPUSTA 0.94
8 2 MARCHEW 0.237
8 3 ZIEMNIAKI 0.263
8 3 BURAKI 0.877
8 3 KAPUSTA 0.719
8 3 MARCHEW 0.392
8 4 ZIEMNIAKI 0.777
8 4 BURAKI 0.784
8 4 KAPUSTA 0.221
8 4 MARCHEW 0.576
8 5 ZIEMNIAKI 1.179
8 5 BURAKI 1.34
8 5 KAPUSTA 1.419
8 5 MARCHEW 0.72
8 6 ZIEMNIAKI 1.1
8 6 BURAKI 0.956
8 6 KAPUSTA 0.602
8 6 MARCHEW 0.998
8 7 ZIEMNIAKI 0.879
8 7 BURAKI 1.135
8 7 KAPUSTA 1.376
8 7 MARCHEW 1.25
8 8 ZIEMNIAKI 1.082
8 8 BURAKI 1.083
8 8 KAPUSTA 0.888
8 8 MARCHEW 1.212
8 9 ZIEMNIAKI 0.898
8 9 BURAKI 1.181
8 9 KAPUSTA 1.35
8 9 MARCHEW 0.866
8 10 ZIEMNIAKI 0.744
8 10 BURAKI 0.864
8 10 KAPUSTA 0.648
8 10 MARCHEW 1.085
9 1 ZIEMNIAKI 0.903
9 1 BURAKI 0.382
9 1 KAPUSTA 0.628
9 1 MARCHEW 0.256
9 2 ZIEMNIAKI 0.269
9 2 BURAKI 0.83
9 2 KAPUSTA 0.352
9 2 MARCHEW 0.29
9 3 ZIEMNIAKI 0.614
9 3 BURAKI 0.613
9 3 KAPUSTA 0.397
9 3 MARCHEW 0.623
9 4 ZIEMNIAKI 0.442
9 4 BURAKI 0.261
9 4 KAPUSTA 0.245
9 4 MARCHEW 0.999
9 5 ZIEMNIAKI 1.325
9 5 BURAKI 1.279
9 5 KAPUSTA 1.051
9 5 MARCHEW 0.847
9 6 ZIEMNIAKI 0.661
9 6 BURAKI 1.387
9 6 KAPUSTA 0.518
9 6 MARCHEW 1.422
9 7 ZIEMNIAKI 1.379
9 7 BURAKI 0.816
9 7 KAPUSTA 1.34
9 7 MARCHEW 0.79
9 8 ZIEMNIAKI 1.024
9 8 BURAKI 0.612
9 8 KAPUSTA 0.611
9 8 MARCHEW 0.887
9 9 ZIEMNIAKI 1.098
9 9 BURAKI 0.9
9 9 KAPUSTA 0.67
9 9 MARCHEW 0.579
9 10 ZIEMNIAKI 1.405
9 10 BURAKI 1.36
9 10 KAPUSTA 0.732
9 10 MARCHEW 0.911
10 1 ZIEMNIAKI 0.466
10 1 BURAKI 0.365
10 1 KAPUSTA 0.808
10 1 MARCHEW 0.63
10 2 ZIEMNIAKI 0.276
10 2 BURAKI 0.891
10 2 KAPUSTA 0.551
10 2 MARCHEW 0.558
10 3 ZIEMNIAKI 0.689
10 3 BURAKI 0.351
10 3 KAPUSTA 0.319
10 3 MARCHEW 0.534
10 4 ZIEMNIAKI 0.733
10 4 BURAKI 0.366
10 4 KAPUSTA 0.427
10 4 MARCHEW 0.686
10 5 ZIEMNIAKI 1.227
10 5 BURAKI 0.765
10 5 KAPUSTA 0.885
10 5 MARCHEW 1.26
10 6 ZIEMNIAKI 1.182
10 6 BURAKI 1.279
10 6 KAPUSTA 1.248
10 6 MARCHEW 1.448
10 7 ZIEMNIAKI 0.593
10 7 BURAKI 1.148
10 7 KAPUSTA 1.139
10 7 MARCHEW 0.981
10 8 ZIEMNIAKI 1.444
10 8 BURAKI 1.221
10 8 KAPUSTA 0.986
10 8 MARCHEW 0.825
10 9 ZIEMNIAKI 1.208
10 9 BURAKI 1.166
10 9 KAPUSTA 0.739
10 9 MARCHEW 1.15
10 10 ZIEMNIAKI 1.265
10 10 BURAKI 0.64
10 10 KAPUSTA 1.466
10 10 MARCHEW 1.049
11 1 ZIEMNIAKI 0.643
11 1 BURAKI 0.819
11 1 KAPUSTA 0.21
11 1 MARCHEW 0.238
11 2 ZIEMNIAKI 0.846
11 2 BURAKI 0.292
11 2 KAPUSTA 0.735
11 2 MARCHEW 0.387
11 3 ZIEMNIAKI 0.922
11 3 BURAKI 0.658
11 3 KAPUSTA 0.297
11 3 MARCHEW 0.908
11 4 ZIEMNIAKI 0.434
11 4 BURAKI 0.598
11 4 KAPUSTA 0.655
11 4 MARCHEW 0.64
11 5 ZIEMNIAKI 0.598
11 5 BURAKI 1.007
11 5 KAPUSTA 1.198
11 5 MARCHEW 0.711
11 6 ZIEMNIAKI 1.219
11 6 BURAKI 1.298
11 6 KAPUSTA 1.229
11 6 MARCHEW 1.0
11 7 ZIEMNIAKI 1.137
11 7 BURAKI 0.572
11 7 KAPUSTA 1.052
11 7 MARCHEW 0.97
11 8 ZIEMNIAKI 0.964
11 8 BURAKI 0.886
11 8 KAPUSTA 1.438
11 8 MARCHEW 0.629
11 9 ZIEMNIAKI 1.166
11 9 BURAKI 1.139
11 9 KAPUSTA 1.135
11 9 MARCHEW 1.392
11 10 ZIEMNIAKI 1.11
11 10 BURAKI 0.722
11 10 KAPUSTA 1.136
11 10 MARCHEW 1.146
12 1 ZIEMNIAKI 0.657
12 1 BURAKI 0.25
12 1 KAPUSTA 0.946
12 1 MARCHEW 0.274
12 2 ZIEMNIAKI 0.743
12 2 BURAKI 0.514
12 2 KAPUSTA 0.603
12 2 MARCHEW 0.254
12 3 ZIEMNIAKI 0.352
12 3 BURAKI 0.629
12 3 KAPUSTA 0.212
12 3 MARCHEW 0.755
12 4 ZIEMNIAKI 0.53
12 4 BURAKI 0.784
12 4 KAPUSTA 0.463
12 4 MARCHEW 0.685
12 5 ZIEMNIAKI 1.28
12 5 BURAKI 1.031
12 5 KAPUSTA 1.263
12 5 MARCHEW 0.84
12 6 ZIEMNIAKI 0.757
12 6 BURAKI 0.792
12 6 KAPUSTA 1.147
12 6 MARCHEW 1.17
12 7 ZIEMNIAKI 1.172
12 7 BURAKI 1.408
12 7 KAPUSTA 1.472
12 7 MARCHEW 1.337
12 8 ZIEMNIAKI 0.535
12 8 BURAKI 1.21
12 8 KAPUSTA 1.218
12 8 MARCHEW 1.475
12 9 ZIEMNIAKI 1.016
12 9 BURAKI 1.307
12 9 KAPUSTA 0.992
12 9 MARCHEW 1.029
12 10 ZIEMNIAKI 0.701
12 10 BURAKI 1.435
12 10 KAPUSTA 0.988
12 10 MARCHEW 1.143
13 1 ZIEMNIAKI 0.853
13 1 BURAKI 0.509
13 1 KAPUSTA 0.872
13 1 MARCHEW 0.651
13 2 ZIEMNIAKI 0.88
13 2 BURAKI 0.817
13 2 KAPUSTA 0.442
13 2 MARCHEW 0.261
13 3 ZIEMNIAKI 0.943
13 3 BURAKI 0.926
13 3 KAPUSTA 0.778
13 3 MARCHEW 0.238
13 4 ZIEMNIAKI 0.681
13 4 BURAKI 0.824
13 4 KAPUSTA 0.394
13 4 MARCHEW 0.998
13 5 ZIEMNIAKI 1.029
13 5 BURAKI 1.485
13 5 KAPUSTA 1.044
13 5 MARCHEW 0.753
13 6 ZIEMNIAKI 1.187
13 6 BURAKI 1.172
13 6 KAPUSTA 1.387
13 6 MARCHEW 0.824
13 7 ZIEMNIAKI 1.358
13 7 BURAKI 1.233
13 7 KAPUSTA 0.957
13 7 MARCHEW 1.22
13 8 ZIEMNIAKI 1.133
13 8 BURAKI 1.154
13 8 KAPUSTA 1.131
13 8 MARCHEW 1.137
13 9 ZIEMNIAKI 0.849
13 9 BURAKI 1.246
13 9 KAPUSTA 1.058
13 9 MARCHEW 1.144
13 10 ZIEMNIAKI 1.131
13 10 BURAKI 1.374
13 10 KAPUSTA 0.757
13 10 MARCHEW 1.419
14 1 ZIEMNIAKI 0.432
14 1 BURAKI 0.738
14 1 KAPUSTA 0.293
14 1 MARCHEW 0.37
14 2 ZIEMNIAKI 0.703
14 2 BURAKI 0.616
14 2 KAPUSTA 0.411
14 2 MARCHEW 0.941
14 3 ZIEMNIAKI 0.423
14 3 BURAKI 0.509
14 3 KAPUSTA 0.21
14 3 MARCHEW 0.783
14 4 ZIEMNIAKI 0.998
14 4 BURAKI 0.32
14 4 KAPUSTA 0.425
14 4 MARCHEW 0.505
14 5 ZIEMNIAKI 0.663
14 5 BURAKI 1.364
14 5 KAPUSTA 1.055
14 5 MARCHEW 0.986
14 6 ZIEMNIAKI 1.193
14 6 BURAKI 1.321
14 6 KAPUSTA 0.51
14 6 MARCHEW 1.131
14 7 ZIEMNIAKI 1.325
14 7 BURAKI 0.743
14 7 KAPUSTA 1.393
14 7 MARCHEW 0.707
14 8 ZIEMNIAKI 1.09
14 8 BURAKI 1.168
14 8 KAPUSTA 1.421
14 8 MARCHEW 0.676
14 9 ZIEMNIAKI 1.08
14 9 BURAKI 1.494
14 9 KAPUSTA 0.769
14 9 MARCHEW 1.429
14 10 ZIEMNIAKI 0.821
14 10 BURAKI 1.281
14 10 KAPUSTA 1.355
14 10 MARCHEW 1.274
15 1 ZIEMNIAKI 0.438
15 1 BURAKI 0.863
15 1 KAPUSTA 0.202
15 1 MARCHEW 0.349
15 2 ZIEMNIAKI 0.802
15 2 BURAKI 0.799
15 2 KAPUSTA 0.835
15 2 MARCHEW 0.808
15 3 ZIEMNIAKI 0.693
15 3 BURAKI 0.78
15 3 KAPUSTA 0.989
15 3 MARCHEW 0.865
15 4 ZIEMNIAKI 0.802
15 4 BURAKI 0.575
15 4 KAPUSTA 0.319
15 4 MARCHEW 0.793
15 5 ZIEMNIAKI 1.175
15 5 BURAKI 0.821
15 5 KAPUSTA 1.189
15 5 MARCHEW 0.595
15 6 ZIEMNIAKI 0.679
15 6 BURAKI 0.817
15 6 KAPUSTA 1.241
15 6 MARCHEW 1.422
15 7 ZIEMNIAKI 1.002
15 7 BURAKI 1.163
15 7 KAPUSTA 1.413
15 7 MARCHEW 0.706
15 8 ZIEMNIAKI 1.466
15 8 BURAKI 1.183
15 8 KAPUSTA 0.851
15 8 MARCHEW 1.332
15 9 ZIEMNIAKI 0.74
15 9 BURAKI 0.924
15 9 KAPUSTA 1.31
15 9 MARCHEW 1.193
15 10 ZIEMNIAKI 1.032
15 10 BURAKI 0.772
15 10 KAPUSTA 1.396
15 10 MARCHEW 0.685
16 1 ZIEMNIAKI 0.254
16 1 BURAKI 0.674
16 1 KAPUSTA 0.943
16 1 MARCHEW 0.625
16 2 ZIEMNIAKI 0.863
16 2 BURAKI 0.296
16 2 KAPUSTA 0.453
16 2 MARCHEW 0.348
16 3 ZIEMNIAKI 0.985
16 3 BURAKI 0.963
16 3 KAPUSTA 0.803
16 3 MARCHEW 0.511
16 4 ZIEMNIAKI 0.278
16 4 BURAKI 0.42
16 4 KAPUSTA 0.92
16 4 MARCHEW 0.783
16 5 ZIEMNIAKI 1.07
16 5 BURAKI 1.047
16 5 KAPUSTA 1.096
16 5 MARCHEW 0.884
16 6 ZIEMNIAKI 1.336
16 6 BURAKI 1.072
16 6 KAPUSTA 0.517
16 6 MARCHEW 0.876
16 7 ZIEMNIAKI 1.45
16 7 BURAKI 0.902
16 7 KAPUSTA 1.224
16 7 MARCHEW 1.016
16 8 ZIEMNIAKI 0.723
16 8 BURAKI 1.163
16 8 KAPUSTA 1.045
16 8 MARCHEW 0.984
16 9 ZIEMNIAKI 0.507
16 9 BURAKI 0.683
16 9 KAPUSTA 1.253
16 9 MARCHEW 1.318
16 10 ZIEMNIAKI 0.567
16 10 BURAKI 1.148
16 10 KAPUSTA 0.709
16 10 MARCHEW 1.213
17 1 ZIEMNIAKI 0.283
17 1 BURAKI 0.625
17 1 KAPUSTA 0.998
17 1 MARCHEW 0.247
17 2 ZIEMNIAKI 0.763
17 2 BURAKI 0.533
17 2 KAPUSTA 0.65
17 2 MARCHEW 0.375
17 3 ZIEMNIAKI 0.559
17 3 BURAKI 0.777
17 3 KAPUSTA 0.426
17 3 MARCHEW 0.424
17 4 ZIEMNIAKI 0.361
17 4 BURAKI 0.69
17 4 KAPUSTA 0.244
17 4 MARCHEW 0.34
17 5 ZIEMNIAKI 0.79
17 5 BURAKI 1.092
17 5 KAPUSTA 0.828
17 5 MARCHEW 0.988
17 6 ZIEMNIAKI 1.243
17 6 BURAKI 1.399
17 6 KAPUSTA 1.198
17 6 MARCHEW 1.347
17 7 ZIEMNIAKI 0.519
17 7 BURAKI 0.66
17 7 KAPUSTA 1.038
17 7 MARCHEW 1.442
17 8 ZIEMNIAKI 1.282
17 8 BURAKI 0.943
17 8 KAPUSTA 0.711
17 8 MARCHEW 1.486
17 9 ZIEMNIAKI 0.778
17 9 BURAKI 0.815
17 9 KAPUSTA 1.387
17 9 MARCHEW 0.687
17 10 ZIEMNIAKI 1.398
17 10 BURAKI 0.717
17 10 KAPUSTA 1.173
17 10 MARCHEW 0.707
18 1 ZIEMNIAKI 0.573
18 1 BURAKI 0.294
18 1 KAPUSTA 0.507
18 1 MARCHEW 0.367
18 2 ZIEMNIAKI 0.538
18 2 BURAKI 0.393
18 2 KAPUSTA 0.53
18 2 MARCHEW 0.281
18 3 ZIEMNIAKI 0.358
18 3 BURAKI 0.676
18 3 KAPUSTA 0.856
18 3 MARCHEW 0.208
18 4 ZIEMNIAKI 0.996
18 4 BURAKI 0.334
18 4 KAPUSTA 0.773
18 4 MARCHEW 0.363
18 5 ZIEMNIAKI 0.768
18 5 BURAKI 0.742
18 5 KAPUSTA 1.397
18 5 MARCHEW 0.856
18 6 ZIEMNIAKI 1.086
18 6 BURAKI 0.812
18 6 KAPUSTA 1.078
18 6 MARCHEW 1.241
18 7 ZIEMNIAKI 0.507
18 7 BURAKI 1.093
18 7 KAPUSTA 0.535
18 7 MARCHEW 1.191
18 8 ZIEMNIAKI 0.799
18 8 BURAKI 0.808
18 8 KAPUSTA 1.062
18 8 MARCHEW 0.642
18 9 ZIEMNIAKI 0.925
18 9 BURAKI 1.271
18 9 KAPUSTA 1.066
18 9 MARCHEW 1.404
18 10 ZIEMNIAKI 0.818
18 10 BURAKI 0.632
18 10 KAPUSTA 1.332
18 10 MARCHEW 1.151
19 1 ZIEMNIAKI 0.843
19 1 BURAKI 0.663
19 1 KAPUSTA 0.355
19 1 MARCHEW 0.782
19 2 ZIEMNIAKI 0.704
19 2 BURAKI 0.745
19 2 KAPUSTA 0.47
19 2 MARCHEW 0.608
19 3 ZIEMNIAKI 0.371
19 3 BURAKI 0.665
19 3 KAPUSTA 0.686
19 3 MARCHEW 0.307
19 4 ZIEMNIAKI 0.646
19 4 BURAKI 0.668
19 4 KAPUSTA 0.432
19 4 MARCHEW 0.59
19 5 ZIEMNIAKI 0.863
19 5 BURAKI 1.01
19 5 KAPUSTA 1.473
19 5 MARCHEW 0.67
19 6 ZIEMNIAKI 0.607
19 6 BURAKI 1.351
19 6 KAPUSTA 1.294
19 6 MARCHEW 1.248
19 7 ZIEMNIAKI 1.426
19 7 BURAKI 0.941
19 7 KAPUSTA 1.314
19 7 MARCHEW 1.403
19 8 ZIEMNIAKI 0.71
19 8 BURAKI 1.425
19 8 KAPUSTA 1.412
19 8 MARCHEW 1.484
19 9 ZIEMNIAKI 0.752
19 9 BURAKI 0.96
19 9 KAPUSTA 1.002
19 9 MARCHEW 0.541
19 10 ZIEMNIAKI 0.893
19 10 BURAKI 0.573
19 10 KAPUSTA 0.829
19 10 MARCHEW 1.284
20 1 ZIEMNIAKI 0.285
20 1 BURAKI 0.909
20 1 KAPUSTA 0.683
20 1 MARCHEW 0.983
20 2 ZIEMNIAKI 0.796
20 2 BURAKI 0.868
20 2 KAPUSTA 0.941
20 2 MARCHEW 0.695
20 3 ZIEMNIAKI 0.628
20 3 BURAKI 0.765
20 3 KAPUSTA 0.589
20 3 MARCHEW 0.747
20 4 ZIEMNIAKI 0.842
20 4 BURAKI 0.254
20 4 KAPUSTA 0.439
20 4 MARCHEW 0.412
20 5 ZIEMNIAKI 0.558
20 5 BURAKI 0.904
20 5 KAPUSTA 0.886
20 5 MARCHEW 1.495
20 6 ZIEMNIAKI 1.387
20 6 BURAKI 0.562
20 6 KAPUSTA 0.998
20 6 MARCHEW 1.099
20 7 ZIEMNIAKI 1.309
20 7 BURAKI 0.853
20 7 KAPUSTA 1.443
20 7 MARCHEW 1.391
20 8 ZIEMNIAKI 1.29
20 8 BURAKI 0.829
20 8 KAPUSTA 0.895
20 8 MARCHEW 1.163
20 9 ZIEMNIAKI 0.767
20 9 BURAKI 1.416
20 9 KAPUSTA 1.242
20 9 MARCHEW 1.371
20 10 ZIEMNIAKI 1.096
20 10 BURAKI 1.225
20 10 KAPUSTA 0.916
20 10 MARCHEW 0.781
21 1 ZIEMNIAKI 0.749
21 1 BURAKI 0.343
21 1 KAPUSTA 0.221
21 1 MARCHEW 0.361
21 2 ZIEMNIAKI 0.561
21 2 BURAKI 0.954
21 2 KAPUSTA 0.815
21 2 MARCHEW 0.428
21 3 ZIEMNIAKI 0.736
21 3 BURAKI 0.771
21 3 KAPUSTA 0.48
21 3 MARCHEW 0.611
21 4 ZIEMNIAKI 0.231
21 4 BURAKI 0.917
21 4 KAPUSTA 0.723
21 4 MARCHEW 0.227
21 5 ZIEMNIAKI 0.508
21 5 BURAKI 1.438
21 5 KAPUSTA 0.616
21 5 MARCHEW 0.621
21 6 ZIEMNIAKI 1.064
21 6 BURAKI 1.179
21 6 KAPUSTA 0.634
21 6 MARCHEW 0.84
21 7 ZIEMNIAKI 0.951
21 7 BURAKI 0.744
21 7 KAPUSTA 1.074
21 7 MARCHEW 1.185
21 8 ZIEMNIAKI 1.388
21 8 BURAKI 0.632
21 8 KAPUSTA 0.999
21 8 MARCHEW 1.41
21 9 ZIEMNIAKI 0.893
21 9 BURAKI 1.084
21 9 KAPUSTA 1.335
21 9 MARCHEW 1.441
21 10 ZIEMNIAKI 1.308
21 10 BURAKI 0.877
21 10 KAPUSTA 0.855
21 10 MARCHEW 0.697
22 1 ZIEMNIAKI 0.636
22 1 BURAKI 0.945
22 1 KAPUSTA 0.789
22 1 MARCHEW 0.268
22 2 ZIEMNIAKI 0.24
22 2 BURAKI 0.914
22 2 KAPUSTA 0.215
22 2 MARCHEW 0.615
22 3 ZIEMNIAKI 0.662
22 3 BURAKI 0.355
22 3 KAPUSTA 0.359
22 3 MARCHEW 0.89
22 4 ZIEMNIAKI 0.694
22 4 BURAKI 0.424
22 4 KAPUSTA 0.56
22 4 MARCHEW 0.601
22 5 ZIEMNIAKI 1.31
22 5 BURAKI 1.491
22 5 KAPUSTA 1.278
22 5 MARCHEW 1.133
22 6 ZIEMNIAKI 1.017
22 6 BURAKI 0.72
22 6 KAPUSTA 1.481
22 6 MARCHEW 0.596
22 7 ZIEMNIAKI 0.96
22 7 BURAKI 0.584
22 7 KAPUSTA 1.321
22 7 MARCHEW 1.238
22 8 ZIEMNIAKI 0.643
22 8 BURAKI 1.34
22 8 KAPUSTA 0.867
22 8 MARCHEW 1.047
22 9 ZIEMNIAKI 1.311
